X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,hidden,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,health_amenity_type,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type
33.6454585232328,-19.0832087484077,6476142240,node,12,,clinic,,,,,70287350,,,,79adc5b69f2c4874bb45f799f8939181,,,,MSFsurvey,,0,1,,2019/05/15 17:43:37,,,,,Centro de Saude Josina Machel,,AtomicBohm,,,,,,
,,458300526,way,9,,hospital,,,,,44237683,,,,bac0a51205904f2aad6137de167a35d5,,,,,,0,1,,2016/12/07 15:17:19,,,,,Hospital de Infulene,,Nicolau Mutambe,,,,,,
39.5757667492634,-14.5775496383646,6476250169,node,12,,clinic,,,,,70288910,,,,9b3b6a51b03243a5aaffb7699cf87fa4,,,,MSFsurvey,,0,1,,2019/05/15 18:16:19,,,,,Centro de Saude de Imala,,kubistaj,,,,,,
36.3790717392637,-16.363161475025,6478751192,node,12,,clinic,,,,,109922681,,,,ba4100b45c65421faf637bdb694af71c,,,,MSFsurvey,,0,2,,2021/08/19 10:01:17,,,,,Centro de Saude de Limbue,,Maskulinum,,,,,,
34.0630726834368,-19.950304058853,6476264776,node,12,,doctors,,,,,70289281,,,,ea51560df3524db89fe77b5af53ca1c5,,,,MSFsurvey,,0,1,,2019/05/15 18:25:48,,,,,Posto de Saude de Matxemedje,,dkocich,,,,,,
32.6340820768815,-25.7847499670308,6476197761,node,12,,clinic,,,,,70288119,,,,39ee226fbb224c7989ee5b500fb61e10,,,,MSFsurvey,,0,1,,2019/05/15 17:57:18,,,,,Centro de Saude de Ricatla,,kubistaj,,,,,,
,,560559754,way,9,,hospital,,,,,56272694,,,,4d9a726893cb42479af411eba55c9c90,,,,,,0,1,,2018/02/11 19:43:47,,,,,,,Aristophanes_1,,,,,hospital,
36.9801848706752,-16.3943031789807,6478018782,node,12,,clinic,,,,,70317966,,,,67b2c36c90914bc8b09dca65e1f1542d,,,,MSFsurvey,,0,1,,2019/05/16 13:01:25,,,,,Centro de Saude de Erurune,,Endtropie,,,,,,
,,427319017,way,6,,hospital,,,,,40293103,,,,40ae63fa79b34d4b86729992cd7b55d0,,,,,,0,2,,2016/06/26 03:49:44,,,,,,,Matthew Grund,,,,,,
,,690298904,way,12,,clinic,,,,,72727832,,,,128b7b25353a43e4a8625f9d2970b73d,,,,MSFsurvey,,0,2,,2019/07/28 01:28:51,,,,,Centro de Saude Entre-Lagos,,TheBlackMan,,,,,,
35.7463868284447,-12.9490789563731,6476958439,node,12,,clinic,,,,,70299540,,,,c7967942d6034564a49dbee213b4d818,,,,MSFsurvey,,0,1,,2019/05/16 03:26:03,,,,,Centro de Saude de Chiuanjota,,Libor Bednarik,,,,,,
,,532996153,way,12,,hospital,,,,,52990155,,,,8e9b476bc20a4c64b267d53195cf86f0,,,,,,0,1,,2017/10/16 18:08:41,,,,,Firefly Hospital,,acasimir,,,,,hospital,
,,403305011,way,9,,hospital,,,,,82372697,,,,4c6820e71e86450bb225f5a3deb95e57,,,,,,0,4,,2020/03/19 04:46:49,,,,,Hospital Geral de Quelimane,,Elkansado,,,,,,
35.1620115194805,-23.922610935301,6476125526,node,12,,clinic,,,,,70287111,,,,3374025c48c5452cbd96d6f1aea6513c,,,,MSFsurvey,,0,1,,2019/05/15 17:39:34,,,,,Centro de Saude de Chinjinguire,,marxin,,,,,,
35.747478236057,-12.89048341822,6476932321,node,12,,clinic,,,,,70299228,,,,f361752d4bc74cef9bb59fbcbeb36fd0,,,,MSFsurvey,,0,1,,2019/05/16 03:06:43,,,,,Centro de Saude de Chiconono,,Libor Bednarik,,,,,,
40.4418454186728,-14.351410668428,6476253075,node,12,,clinic,,,,,70288982,,,,cc9315e7d14f49edb5cc5ca0ac222022,,,,MSFsurvey,,0,1,,2019/05/15 18:17:58,,,,,Centro de Saude de Namahaca,,marxin,,,,,,
32.6100609673097,-25.9162794621818,5163619522,node,6,,pharmacy,,,,,52867880,,,,70b0283240414c99bd3543990032f56c,,,,,,0,1,,2017/10/12 17:58:51,,,,,,,Dirceu Laurel,,,,,,
37.2716290922554,-17.6399694093716,6482048316,node,12,,clinic,,,,,70379862,,,,78d01d81c14b4b0dafd02635b53414ae,,,,MSFsurvey,,0,1,,2019/05/18 06:43:42,,,,,Centro de Saude de Mbawa,,Jan Málek,,,,,,
37.0222178519765,-15.8714241334009,6482048078,node,12,,clinic,,,,,70379862,,,,f9a1d00e23aa4781ada776d1b3207c13,,,,MSFsurvey,,0,1,,2019/05/18 06:43:41,,,,,Centro de Saude de Mutatala,,Jan Málek,,,,,,
32.9442858359543,-19.313712678241,6476039614,node,12,,clinic,,,,,70286002,,,,3d90a4402d844a7aab4cbbc407166507,,,,MSFsurvey,,0,1,,2019/05/15 17:18:59,,,,,Centro de Saude mupandeia,,Jan Málek,,,,,,
40.4730802455728,-10.7810295440141,6432778462,node,12,,clinic,,,,,69795217,,,,c3f76573a51c4916a8d6bb2df55cc340,,,,MSFsurvey,,0,2,,2019/05/02 09:06:11,,,,,Centro de Saude Palma,,Jorieke V,,,,,,
39.9007129349139,-11.7792378528418,6432767240,node,12,,clinic,,,,,69795217,,,,a362b07c28b7499ca976c6a558e39020,,,,MSFsurvey,,0,2,,2019/05/02 09:06:08,,,,,Centro de Saude de Namacande,,Jorieke V,,,,,,
37.1996644185404,-17.4822352350531,6476259584,node,12,,clinic,,,,,70289104,,,,872eb484909a4f8284c77d73cd9ec920,,,,MSFsurvey,,0,1,,2019/05/15 18:20:49,,,,,Centro de Saude Furquia,,Endtropie,,,,,,
36.8049310938005,-15.172091441507,6482048411,node,12,,clinic,,,,,70379862,,,,ad233d4a078a43448cee41b069bb4333,,,,MSFsurvey,,0,1,,2019/05/18 06:43:44,,,,,Centro de Saude de Lioma,,Jan Málek,,,,,,
32.565071353483,-25.88833863941,4543278628,node,6,,pharmacy,,,,,44237418,,,,e83d7e1a6fa0483bbe7f4fff886eab21,,,,,,0,1,,2016/12/07 15:04:57,,,,,,,Nicolau Mutambe,,,,,,
32.7675634658245,-15.599145217246,6478218588,node,21,,hospital,general,,,,109922681,,,,de228860855a4baaaaeca0d09844f6b5,,,,MSFsurvey,,0,3,,2021/08/19 10:01:17,,,,Vila de Songo,Hospital Rural de Songo,,Maskulinum,,,,,hospital,
39.2505675977752,-15.1192093438331,7840322285,node,15,,pharmacy,,Rua dos Sem Medo,,,89863318,,,,a898da0ef38947a8941472aa24dd9abd,,24/7,,,,0,1,,2020/08/24 14:15:18,,,,,Farmácia Galáxia Azul,,DomingosMarcos,,,,,,
32.217391099493,-26.1941354452512,6476248730,node,12,,clinic,,,,,70288890,,,,26acbc3540dc42968c46aeb8d95e2ecc,,,,MSFsurvey,,0,1,,2019/05/15 18:15:44,,,,,Centro de Saude de Mahelane,,qeef,,,,,,
35.7691524965592,-16.0985519164549,6482048344,node,12,,clinic,,,,,70379862,,,,6d506fd15fd44cff90332fb47c697217,,,,MSFsurvey,,0,1,,2019/05/18 06:43:43,,,,,Centro de Saude de Milange,,Jan Málek,,,,,,
35.5765360263557,-17.3271781567892,6482072845,node,12,,hospital,,,,,70380465,,,,5abd964738e14ba68c5f6f7bfd266ada,,,,MSFsurvey,,0,1,,2019/05/18 07:27:29,,,,,Hospital Distrital Morrumbala,,Jan Málek,,,,,,
33.2540898620647,-17.6034132474229,6476200019,node,12,,clinic,,,,,70288130,,,,45511d448bf848e19828ff7c00589b97,,,,MSFsurvey,,0,1,,2019/05/15 17:57:36,,,,,Centro de Saude de Nhassacara,,marxin,,,,,,
32.9175160488748,-25.093681831666,6476180421,node,12,,clinic,,,,,70287857,,,,1516018c4bf343dd99f5633a8022dcf0,,,,MSFsurvey,,0,1,,2019/05/15 17:52:27,,,,,Centro de Saude da Ilha Josina Machel,,Jan Málek,,,,,,
39.6811607997672,-15.0082143379907,6476253080,node,12,,clinic,,,,,70288982,,,,813e198ac26d4b0cb26d137a28471ee9,,,,MSFsurvey,,0,1,,2019/05/15 18:17:58,,,,,Centro de Saude de Nacavala,,marxin,,,,,,
32.8842378816192,-26.8371857528107,6476062391,node,15,,clinic,,,,,79419863,,,,e2e9623a12bf4330adfb3844e9c399c7,,,,MSFsurvey,,0,2,,2020/01/10 13:26:37,,,,,Centro de Saude da Ponta de Ouro,,shavankrats,,,,,clinic,
36.8107744537789,-18.0101226354172,6476066998,node,12,,clinic,,,,,72727617,,,,55baec72932c41188273a18ac024e185,,,,MSFsurvey,,0,3,,2019/07/28 00:56:29,,,,,Centro de Saude de Inhassunge,,TheBlackMan,,,,,,
,,404988782,way,15,,doctors,,,,,84850813,,,,5fe530d55fea493eb7beb87c3d1d7cec,,,,MSFsurvey,,0,2,,2020/05/07 19:49:51,,,,,Posto de Saude de Esperanca Berta Zove,,Rory Nealon,,,,,doctor,
34.7173761989209,-19.629703806179,6386099833,node,12,,clinic,,,,,69203608,,,,cca1307e364d4d1690479278394755a2,,,,MSFsurvey,,0,2,,2019/04/14 14:10:35,,,,,Centro de Saude de Macharote,,mueschel,,,,,,
32.5870338676353,-25.955517665508,2596106859,node,9,,pharmacy,,,,,19653529,,,,159e95c15f7b429393e3136625d6901a,,,,,,0,1,,2013/12/26 23:45:24,,,,,Farmácia Coop,,jcornelius,,,,,,
39.3879563785206,-15.2037448606515,6476261745,node,12,,clinic,,,,,70690555,,,,10eba8221fb941a290d9a0f5b5c196e7,,,,MSFsurvey,,0,2,,2019/05/28 10:14:12,,,,,Centro de Saude de Namiconha,,Rohit Jayendra,,,,,,
,,885148866,way,12,,pharmacy,,,,,95884565,,,,f3e0ec13b872409ab15026d8a4999874,,,,"ASF-#mmb #AMB, Mobility and Gender Mapping Project, Rota 101",,0,2,,2020/12/15 15:19:24,,,,,Farmácia Trevo,,Adelaide Chilaúle,,,,,,
32.6159808540641,-25.9072345504673,7014817444,node,12,,pharmacy,,,,,77644034,,,,58474938be8144e287d34cb91cec89fc,,,,"ASF-#mmb, Mobility and Gender Maping Project, RotaX07",,0,1,,2019/11/27 16:19:16,,,,,Farmácia Orquídea,,Ezio Mula,,,,,,
33.2192165348162,-17.7974298307325,6476200020,node,12,,clinic,,,,,70288130,,,,9d0e25e87d6841e391be54fc28e5685d,,,,MSFsurvey,,0,1,,2019/05/15 17:57:36,,,,,Centro de Saude de Nhapassa,,marxin,,,,,,
,,821121703,way,9,,hospital,,,,,87302200,,,,e6d8d15cbe184594bad86b52a73113bd,,,,,,0,1,,2020/06/29 15:38:25,,,,,Centro de Saúde Katembe,,ivochilaule,,,,,,
35.1348180271956,-23.2968522425313,6476125508,node,12,,clinic,,,,,70287111,,,,2b775d43bc4546818b26416a52320bf9,,,,MSFsurvey,,0,1,,2019/05/15 17:39:33,,,,,Centro de Saude Barrane,,marxin,,,,,,
39.6606713212786,-16.0917146303982,6476884362,node,12,,clinic,,,,,70298554,,,,ced256464cf746259574f4992f574ff6,,,,MSFsurvey,,0,1,,2019/05/16 02:25:44,,,,,Centro de Saude de Natiri,,Libor Bednarik,,,,,,
32.5946702843406,-25.9721423322623,5480976022,node,12,,pharmacy,,Avenida Julius Nyerere,,,107798862,,,,a911b3ff50114aafa1f79b589ab2ed41,,,,,,0,2,,2021/07/11 21:41:39,,,,,,,Jens Kubieziel,,,,,pharmacy,
36.9632977665325,-16.832672775461,3822024417,node,6,,hospital,,,,,35140189,,,,cc369807127f4197879e65fe46f61e80,,,,,,0,1,,2015/11/07 00:25:15,,,,,,,Nwasi,,,,,,
37.0585329503899,-17.7786413756739,6482064056,node,12,,clinic,,,,,70380259,,,,d03ac16c42fe42d1a43370237b483d6c,,,,MSFsurvey,,0,1,,2019/05/18 07:12:26,,,,,Centro de Saude de Varela,,Jan Málek,,,,,,
32.2866317384956,-26.0643940615042,6476219647,node,12,,clinic,,,,,70288483,,,,0a059989f40f44cea0fe050bacd61082,,,,MSFsurvey,,0,1,,2019/05/15 18:05:31,,,,,Centro de Saude Massaca II,,JanMacek249,,,,,,
32.9109423736729,-20.2478430136877,6476200029,node,12,,clinic,,,,,70288130,,,,2eb9bf9227cb4efdab072f5894be6e17,,,,MSFsurvey,,0,1,,2019/05/15 17:57:37,,,,,Centro de Saude de Mupengo,,marxin,,,,,,
36.7705964714689,-17.0023932389557,6478076247,node,12,,clinic,,,,,70319079,,,,1bd85fc59f43428eb5e2828cd7f1ec91,,,,MSFsurvey,,0,1,,2019/05/16 13:26:04,,,,,Centro de Saude de Caiave,,Endtropie,,,,,,
38.1781104627988,-17.2743700713202,6482048435,node,12,,clinic,,,,,70379862,,,,763ed0f74f5d48d5bfb05b967ba671e7,,,,MSFsurvey,,0,1,,2019/05/18 06:43:45,,,,,Centro de Saude de Pebane-Sede,,Jan Málek,,,,,,
34.1373095234639,-18.5994664013066,6476601994,node,12,,clinic,,,,,70294051,,,,258cbad53f8442deb1249239991f66a9,,,,MSFsurvey,,0,1,,2019/05/15 21:09:22,,,,,Centro de Saude de Mucoduza,,Jan Málek,,,,,,
35.7379036718809,-17.960258777257,6476264893,node,12,,doctors,,,,,70289281,,,,eca93dfd83894d2a9e5aa2e0a72af5a2,,,,MSFsurvey,,0,1,,2019/05/15 18:25:50,,,,,Posto de Saude de Nimala,,dkocich,,,,,,
,,458296694,way,9,,pharmacy,,,,,62152631,,,,a7606d60945e4652a91c4936b2299093,,,,,,0,2,,2018/08/30 20:10:23,,,,,Brandão,,Ventur@,,,,,,
40.7351645881739,-15.0342222100717,6482074094,node,12,,pharmacy,,,,,70380465,,,,4add91d16efd41d0a85a8712d19deb3b,,,,MSFsurvey,,0,1,,2019/05/18 07:27:34,,,,,Farmacia Ilha de Mocambique,,Jan Málek,,,,,,
,,930160426,way,12,,clinic,,,,,110585827,,,,4aec468b657c4e379c8a3dd3ab1663b3,,,,,,0,2,,2021/09/01 21:26:33,,,,,Incinerador de lixo hospitalar,,Sergio Cabral,,,,,clinic,
36.2640176291715,-12.5672884635995,6481620531,node,12,,clinic,,,,,70373784,,,,2321a5e7f13a4d5185c3ddeedd559041,,,,MSFsurvey,,0,1,,2019/05/17 20:48:19,,,,,Centro de Saude T2 Mavago,,Jan Málek,,,,,,
35.3432019469159,-23.8618884053985,6476125521,node,12,,clinic,,,,,70287111,,,,a37a292b436b4c7f9528ec19c749435b,,,,MSFsurvey,,0,1,,2019/05/15 17:39:34,,,,,Centro de Saude Cidade de Maxixe,,marxin,,,,,,
36.4944026197987,-14.809736319079,6478189198,node,12,,clinic,,,,,70321370,,,,385148d56f5f44cc85b7cfb9cb63e917,,,,MSFsurvey,,0,1,,2019/05/16 14:20:31,,,,,Centro de Saude de Namicova,,AtomicBohm,,,,,,
32.5766289921309,-25.9759129314049,4161440910,node,12,,dentist,,Avenida 25 de Setembro,,,39038115,,,,4b0118a15f4d4b1aa9353e07b138a24a,,,,,,0,1,,2016/05/02 13:11:39,,,,,Dental Care,,ChosoMoz,,,,,,
,,428351955,way,9,,hospital,,,,,40405464,,,,ab156cf1f646431fa9b02b7ddb4d2208,,,,,,0,1,,2016/06/30 23:04:28,,,,,Centro de Saüde de Môngue,,mhuels,,,,,,
,,954369510,way,12,,doctors,,,MSF - Médicos Sem Fronteiras,,106351156,,,,8f7acc5026d54343ab3d527cfcd44c7d,,,,,,0,1,,2021/06/14 17:48:40,,,,,,,Sergio Cabral,,,,,doctor,
32.3947628994806,-25.7509316699346,6476180442,node,12,,clinic,,,,,70287857,,,,4cab9054d279479e9f087734c8d99eba,,,,MSFsurvey,,0,1,,2019/05/15 17:52:28,,,,,Centro de Saude de Tenga,,Jan Málek,,,,,,
38.5947064732243,-13.4285250751836,6432778445,node,12,,clinic,,,,,69795217,,,,e6b3b086d62c488bababd9f2de6f54fe,,,,MSFsurvey,,0,2,,2019/05/02 09:06:10,,,,,Centro de Saude de Ntete,,Jorieke V,,,,,,
37.755454671655,-15.7637306753995,6482048464,node,12,,clinic,,,,,70379862,,,,5e186f82ecbc4a58a3b9dbdf36b0b2dd,,,,MSFsurvey,,0,1,,2019/05/18 06:43:46,,,,,Centro de Saude de Novanana,,Jan Málek,,,,,,
32.6511001901708,-26.4745007186737,6476197762,node,12,,clinic,,,,,70288119,,,,7cead811d34e4df7b0f9807f4275660e,,,,MSFsurvey,,0,1,,2019/05/15 17:57:18,,,,,Centro de Saude de Salamanga,,kubistaj,,,,,,
33.925849529098,-19.2026742541401,6476130866,node,15,,clinic,,,,,72368545,,,,ddb636def37e49c49b79794b39419932,,,,MSFsurvey,,0,2,,2019/07/18 01:01:43,,,,,Centro de Saude de Inchope,,Greg_Rose,,,,,clinic,
34.7576334740349,-19.6300442790858,6482073992,node,12,,doctors,,,,,70380465,,,,4a52712bddf6480f967796928401d636,,,,MSFsurvey,,0,1,,2019/05/18 07:27:31,,,,,Posto de Saude de Lusalite,,Jan Málek,,,,,,
37.1926098735535,-17.7155627766084,6482017026,node,12,,clinic,,,,,70379234,,,,c50cdb7f67e54a86aae3e8cd869f89b7,,,,MSFsurvey,,0,1,,2019/05/18 06:01:09,,,,,Centro de Saude de Macuse,,Jan Málek,,,,,,
40.504410877626,-12.9646766723507,5598205121,node,9,,clinic,,,,,58701840,,,,25475c4108324c9d99a59a6a712103a1,,,,,,0,1,,2018/05/05 08:48:40,,,,,Clidis,,Merijnhe,,,,,,
38.9999104714086,-13.1168099751496,6432778469,node,12,,clinic,,,,,69795217,,,,69f4c637acc04856ae8d43f119ad21f2,,,,MSFsurvey,,0,2,,2019/05/02 09:06:11,,,,,Centro de Saude Urbano de Nihula,,Jorieke V,,,,,,
,,256960866,way,9,,hospital,,,,,54676991,,,,cfbf0efce37a49488feae2a9a468a809,,,,,,0,5,,2017/12/16 11:20:44,,,,,Hospital Militar,,Remígio Chilaule,,,,,,
35.4206869420609,-13.3542792665201,6481646060,node,12,,clinic,,,,,70374262,,,,2cfe3497dabd4de7a76476a54f2a67fa,,,,MSFsurvey,,0,1,,2019/05/17 21:11:17,,,,,Centro de Saude de Chimbonila,,Jan Málek,,,,,,
36.1640879928037,-14.9516898004736,6476931985,node,12,,clinic,,,,,70299208,,,,285cd4f4a6dd49418f0d8a05b8d67d84,,,,MSFsurvey,,0,1,,2019/05/16 03:05:20,,,,,Centro de Saude de Caronga,,Libor Bednarik,,,,,,
36.0462613167797,-16.4490722106971,6476068292,node,12,,clinic,,,,,72727617,,,,42050bc96cc34aa5af74b32b64844d03,,,,MSFsurvey,,0,3,,2019/07/28 00:56:29,,,,,Centro de Saude de Liciro,,TheBlackMan,,,,,,
32.5677410734628,-25.8541915202524,5462047275,node,6,,pharmacy,,,,,56966463,,,,0b2c88eaa86d4a368f288296dbf1beb8,,,,,,0,1,,2018/03/07 12:06:24,,,,,,,ilf,,,,,,
34.1291697734731,-19.2524706379798,6476601985,node,15,,clinic,,,,,72367749,,,,c66d23b498d242d5acbe21d56d672d53,,,,MSFsurvey,,0,2,,2019/07/17 23:41:32,,,,,Centro de Saude de Nharichonga,,Greg_Rose,,,,,clinic,
39.0355959212557,-13.1311036346314,6432767237,node,12,,clinic,,,,,69795217,,,,7485be9bb18b4d3da54f653e8e377d07,,,,MSFsurvey,,0,2,,2019/05/02 09:06:08,,,,,Centro de Saude de Namueto,,Jorieke V,,,,,,
40.2255968430239,-15.8249860428867,6476888133,node,12,,clinic,,,,,70298655,,,,1e04cdef6dfe410b8360e93c8ae67925,,,,MSFsurvey,,0,1,,2019/05/16 02:31:06,,,,,Centro de Saude de Quinga,,Libor Bednarik,,,,,,
,,466344166,way,9,,hospital,,,,,50778776,,,,a8944335ab9d4051ad30198fb9158bf4,,,,,,0,3,,2017/08/02 11:48:04,,,,,Hospital de Namuapala,,franfleal,,,,,,
40.5269915571374,-12.9621668790834,9076198085,node,12,,clinic,,,,,110968054,,,,647bf6987ea143cdb3890defb35ecb80,,,,,,0,1,,2021/09/09 10:35:56,,,,,International SOS,,Sergio Cabral,,,,,clinic,
33.7796651982574,-24.1129108151054,9071117992,node,9,,clinic,,,,,110868894,,,,9beac0f6db4147fd8ceb85f1877cf2ee,,,,,,0,1,,2021/09/07 16:16:54,,,,,,,futchavo,,,,,clinic,
34.4182729294969,-19.9644883344984,6476601982,node,12,,clinic,,,,,70294051,,,,c09917bbebdb4b5ab4c163082c137681,,,,MSFsurvey,,0,1,,2019/05/15 21:09:21,,,,,Centro de Saude de Bandua,,Jan Málek,,,,,,
39.3780543333876,-14.5803309214756,6476222478,node,12,,clinic,,,,,70289156,,,,72e35339777143fd9ea285dddc956096,,,,MSFsurvey,,0,1,,2019/05/15 18:22:10,,,,,Centro de Saude de Namahia,,Jan Málek,,,,,,
